Unnamed: 0,discussion,is_moderator,response
779,Spurr seems to have actually retired in 2014. Some one should bring the article up to date with this important information.  — Preceding unsigned comment added by    ,0.0,1
780,"This is spilling over from a discussion about the term, and the fate of the Human Search Engine page itself (see its talk page and AfD for details).  ",0.0,1
781,"What other Wikipedia has reverted my edits? You were the only one. None of the sourced info that was in that article was removed, and none of what was added can be considered vandalism. Rather than getting into an edit war, we should take this to the talk page.",0.0,1
782, Notes and Names ,0.0,"Comment: I think it's important to note that the author's name is actually spelled with an """
783," made edit that contained the following: ''If you looked at the IOU website you could easily see that we have fully credentialed faculty with full CV's from major universities in Europe and the USA. All of us at IOU Foundation are quite aware that we do not have Dutch Ministry approval. We are a graduate mentoring educational foundation and do not have a curriculum for the ministry to evaluate. We have no objections to this listing other than the manner in which you have posted it''. This sounds like there may be a WP:COI problem - specifically ''Close relationships''. I orginally referred Stretch Call to WP:COI on 10 June 2010, then asked if Stretch Call had read it on 21 June 2010, with no response to either. What do other editors think? ",0.0,"3

The comment raises a concern about a potential conflict of interest (COI) and asks"
784," Welcome to Wikipedia. The project's content policies require that all articles be written from a neutral point of view, and not introduce bias or give undue weight to viewpoints. Please bear this in mind when making edits such as your recent edit to Terry Lloyd. You may also wish to read the introduction to editing. Thanks.  ()",0.0,1
785," Welcome to Wikipedia. Although everyone is welcome to make constructive contributions to Wikipedia, at least one of your recent edits, such as the one you made to Number One (Billie Godfrey album), did not appear to be constructive and has been '''automatically reverted''' by .  Please use the sandbox for any test edits you would like to make, and take a look at the welcome page to learn more about contributing to this encyclopedia.  '''If you believe there has been a mistake and would like to report a false positive, please  and then remove this warning from your talk page.'''  If your edit was not vandalism, please feel free to make your edit again after reporting it. The following is the log entry regarding this warning: Number One (Billie Godfrey album) was changed by    making a minor change adding ""!!!"" on 2009-07-26T23:58:46+00:00 . Thank you.   ",0.0,1
786, December 2012 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
787, Hi! ,0.0,1
788,"OK, I've got it.  In maths I'm a plodder, but even plodders get there.  Thanks both. ",0.0,1
789, February 2010 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
790,"do i need to add Black Magic Tim (filmmaker) to replace current Black Magic Tim header? trying to understand nature of error, thanks. Need Advice  ",0.0,1
791," Please do not add inappropriate external links to Wikipedia. Wikipedia is not a mere directory of links, nor should it be used for advertising or promotion. Inappropriate links include (but are not limited to) links to personal web sites, links to web sites with which you are affiliated, and links that attract visitors to a web site or promote a product.  See the external links guideline and spam policy for further explanations. Since Wikipedia uses nofollow tags, external links do not alter search engine rankings. If you feel the link should be added to the article, then please discuss it on the article's talk page before reinserting it. Thank you.  ",0.0,1
792,"Please help me with...

 ",0.0,"Comment: You're an idiot.

Previous Comment: Please help me with...

Int"
793," Welcome to Wikipedia. The recent edit you made to Stone Cold Steve Austin has been reverted, as it appears to be unconstructive. Use the sandbox for testing; if you believe the edit was constructive, ensure that you provide an informative edit summary. You may also wish to read the introduction to editing. Thank you.  ",0.0,1
794, Lack of standart ,0.0,"Intervene level: 3

Context: The comment ""Lack of standart"
795, October 2010 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
796,"while i tend to buy the ""wikipedia as freeware front end for non-commercial google status enhancement"" thesis; i seem to recall other engines. best but not only? ",0.0,1
797, January 2010 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
798, April 2009 ,0.0,"Comment:
""This is just another example of how the government is trying to control our lives"
799,Sudan?,0.0,"Comment: Sudan?

Previous Comment: ""The situation in Africa is complex. There are"
800,Thanks Skyfiler!,0.0,1
801,"Based on your continued sockpuppetry as evidenced at Wikipedia:Sockpuppet investigations/The Wurdalak/Archive, I have reset the six month block. '''''' ''()''",0.0,"3

Explanation: The comment is addressing a specific user's behavior (sockpuppetry)"
802," Hi, the recent edit you made to Independence Hall (United States) has been reverted, as it appears to be unconstructive. Use the sandbox for testing; if you believe the edit was constructive, ensure that you provide an informative edit summary. You may also wish to read the introduction to editing. Thanks.   ",0.0,1
803,The redirect has only existed since 8 July. And the redirect isn't protected.  ,0.0,1
804," Please refrain from making unconstructive edits to Wikipedia, as you did at Jack the Ripper. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Administrators have the ability to block users from editing if they repeatedly engage in vandalism. Thank you.  
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
805," Hello! Thank you for your recent contributions to Kissa Sins. I did have one note for you. I am working on a maintenance project to clean up Category:Pages using infoboxes with thumbnail images. In the future, please do not use thumbnails when adding images to an infobox (see WP:INFOBOXIMAGE). What does this mean? Well in the infobox, when you specify the image you wish to use, instead of doing it like this:

Instead just supply the name of the image. So in this case you can simply do:
.
There will then be a separate parameter for the image caption such as . Please note that this is a generic form message I am leaving on your page because you recently added a thumbnail to an infobox. The specific parameters for the image and caption may be different for the infobox you are using! Please consult the Template page for the infobox being used to see better documentation. Thanks!!  (/) (UTC

Thanks for the message...I'll be sure to follow that format next time!",0.0,1
806,Thank you for declaring your intention to do (presumably) paid editing of Wikipedia. If you read conflict of interest editing on Wikipedia and WP:COI you will see that such activity is strongly discouraged. —   '''·''' ,0.0,1
807,"The first two paragraphs both have the statement ""it is a Shapley Class III cluster, which means..."". In the second paragraph you could probably just say something like ""It is also a Shapley class III cluster.""VirtualDave   — Preceding unsigned comment added by   •   ",0.0,1
808," I realiz/se I avoid prefixing ""The"" much/most if not nearly all the time, probably because it's redundant much/most if not all nearly all the time... Regards,  ",0.0,1
809, November 2016 ,0.0,"Comment: ""This is why I hate politics. People can't even have a civil conversation without"
810,"What is you problem, Bering? If you have sources that say that archaeological remains have been found, just bring them forward. I acknowledge that there might be problems with NPOV if there are other sources that say that archaeological remains do exist, but then you need to mention these sources. What I did, when I noticed the issue, was to search more sources; And those I found affirmed what I knew from my first source:
""The reliability of Adam's description of of the cult site at Gamla Uppsala has been seriously questioned. This concerns his rendering of the idols, the temple, the sacrificial well, as well as the surrounding landscape. [...] It was demonstrated in Chapter 3 that archaological excavations at Gamla Uppsala have not found anything that resembled the 'temple' in Adam's ''Gesta''."" (Sanmark, Alexandra:''Power and conversion  a comparative study of Christianization in Scandinavia;'' p. 163)
This is from a Ph.D. thesis from London University College. Sources don't come much more reliable than that. And Sanmark mentiones this temple several times, among other reasons because the account by Adam of Bremen suggests that a pagan opposition could hold themselves in the Uppsala area until the 12th century, which leads to the assumption that that area was Christianized later than other parts of Sweden. I was actually thinking of how to bring this into the article last night...  ",0.0,1
811, KP ,0.0,"Comment: ""KP, you're always so negative. Can't you see the good in anything?"""
812," Hello, I'm . I noticed that you recently removed some content from Crusades without explaining why. In the future, it would be helpful to others if you described your changes to Wikipedia with an accurate edit summary. If this was a mistake, don't worry; I restored the removed content. If you would like to experiment, please use the sandbox. If you think I made a mistake, or if you have any questions, you can leave me a message on . Thanks!  ''''
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
813, Your GA nomination of Jeopardy!,0.0,1
814," It's not about you, sorry if you got confused, it's about some of the oppose section. Many of these editors seemed to have been canvassed to this RFA from a off-wiki website.  ",0.0,1
815," Welcome to Wikipedia. Although everyone is welcome to contribute to Wikipedia, at least one of , such as the one you made to Rutherford, New Jersey, did not appear to be constructive and has been reverted or removed. Please use the sandbox for any test edits you would like to make, and read the welcome page to learn more about contributing constructively to this encyclopedia. Thank you. ",0.0,1
816,|-,0.0,"Comment:
> @Commenter1: I think you're missing the point. The study you"
817,"The article needs further refinement. But the point that Mitsube is making is that it makes no sense to have two articles because it is two variations of the same word which mean the same thing. You are correct that dhyāna is a Sanskrit word and jhāna is the Pali variant, but it is the same word. And it is not as simple a matter as saying there are two approaches, Theravada and Mahayana, and the two variants line up neatly with the two approaches. The understanding of dhyāna/jhāna that is found in earlier Buddhism is common to all Buddhism. All of the śrāvaka schools have teachings on dhyāna that more or less match those found in the Theravada system, and many of the śrāvaka schools were Sanskritic, ie they used Sanskrit as their canonical language, so they used the variant dhyāna rather than jhāna. All of Tibetan Buddhism inherited these teachings through the works of Vasubhandu and they very much still study them. It makes no sense to have a duplicate article for dhyāna that is 75% the same material as the article under jhāna. It will take a little bit more refinement to keep everything clear, but it makes sense to consolidate the material in one place with appropriate sections. ",0.0,1
818," Please stop your disruptive editing. If you continue to vandalize Wikipedia, you may be blocked from editing.   ",0.0,4
819," Hello, and welcome to Wikipedia. This is a message letting you know that one of your recent edits has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: 2013 was changed by    ANN scored at 0.955766 on 2012-12-13T21:19:42+00:00 . Thank you.   ",0.0,1
820,"Maybe a few more than that, Erik, but yeah. I tell you, though, as a feller from a town of a bit more size than that, I can assure you that by Mannington standards, that's a big deal. It's like Forks, Washington or Leith, North Dakota: this one unusual thing has gotten that small place more press than everything else that's happened in its history.  | ",0.0,1
821,"Next Tuesday? There was no mention of it in this week's Inside Soap, or any of last week's soap magazines. We were told he was leaving at Christmas, so as far as we are concerned with reliable sources at the moment, he's left. If we find out he's coming back, we'll put it as a return. ",0.0,1
822," Hi , thanks for taking a look at the article. It's been, for better or worse, my personal sandbox as I've progressed as a Wiki editor. That said, I feel this time that I've done enough for GA. One further admission, and where the extent of our optimism differs, is that I'm completely unoriginal; my format is tried and tested. Though I admit it's fatty in places, two GA state schools in Lincolnshire, St George's Academy and Carre's Grammar, edited by the masterful , largely served as my model - themselves loosely based on the FA-accredited Judd School, a state grammar. As for original sources, without linking to old scholars' forums, my hands were virtually tied. I'm open to individual critique, but we're dealing with a Nottinghamshire comp here, external sources are rarely up-to-date, let alone particularly insightful; have some faith!  ",0.0,1
823,"This paragraph:
""One of his most important works was Theorie der algebraischen Funktionen einer Varaiblen (Leipzig, 1902) which he wrote jointly with Kurt Hensel. This work remained the standard text on the subject for many years. With Kurt Hensel he wrote Theorie der algebraischen Funktionen einer Varaiblen (1902), a textbook that has been described as ""a classic in its field""[3] and that continued to be used for many years.""
appears to say the same thing twice. ",0.0,1
824," Please refrain from making unconstructive edits to Wikipedia. Your edits appear to constitute vandalism and have been reverted. If you would like to experiment, please use the sandbox.   
''If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.''",0.0,1
825,Its relevant to the need to self-censor at least a bit in order to reach the widest possible audience.   <>,0.0,1
826,"So let me get this straight - because I am arguing that, in Wikipedia's voice, using the term 'marriage equality' is an inappropriate use of a WP:NEOLOGISM (which 'marriage equality' undoubtedly is), and because I have created a discussion thread to try and reach an agreeable compromise with the other people in this dispute, I am tendentiously editing? Nice to see you are assuming good faith.
Might I remind you that, according to the tendentious editing page, ""Making accusations of tendentious editing '''can be inflammatory''' and hence '''these accusations may not be helpful in a dispute'''. It can be seen as a personal attack if tendentious editing is alleged without clear evidence that the other's action meets the criteria set forth on this page"". Or what about the very top of the page? ""Tendentious editing is a manner of editing which is partisan, biased or skewed taken as a whole. '''It does not conform to the neutral point of view, and fails to do so at a level more general than an isolated comment that was badly thought out'''"". My comment was badly-thought out. But to accuse me of tendentious editing based off of it flies flat in the face of suggestions relating to tendentious editing accusations. ''' '''",0.0,"3

The commenter is responding to an accusation of tendentious editing and is defending their actions."
827,"Please see my reply on the talk page.
http://en.wikipedia.org/wiki/Talk:Where%27s_George%3F#Maybe
 ",0.0,3
828, December 2012 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
829, May 2015 ,0.0,"Comment: ""This is why I hate people who think they know everything. You're not a"
830,"Here's my proposal (as out of place as it might be here)
Jack doesn't edit at AfDs or DrVs and doesn't comment on ARS and a handful of editors (Ikip, AN, maybe a few others).  A Nobody agrees to not edit AfDs or DrVs and doesn't comment on Jack or interact in any way.  All of ARS and that handful of editors avoids Jack in the same way.  A Nobody can still edit articles that are at AfD but my not place rescue templates or ask others to do so nor may he rewrite an article at AfD/DrV in a way that changes the topic or is otherwise found to be even a little disruptive (by say Casliber).  Oh, and Jack and AN may not sock or invoke the right to disappear or otherwise edit from a different account at all.  I honestly think all sides would be willing to do this and it would make Wikipedia a much better place.  ",0.0,"3

This comment suggests a solution to a conflict, but it also names specific users and suggests"
831,"no problem, I've corrected the article, and readded the info at the correct date - November 26.  ",0.0,1
832,"Doc, we are so risk adverse because of the potential to cause great harm to the image of the community. As I said before the wider will not differentiate between a trial admin and the full thing. Admins are supposed to be trustworthy people, ambassadors to the community because they are highly visual and therefore any bad admin, probationary or not has the potential to do great harm in their dealings with new contributors. ",0.0,1
833, October 2009 ,0.0,"Comment:
""This is just another example of how the government is trying to control our lives"
834," Hello, and welcome to Wikipedia. This is a message letting you know that one of your recent edits has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Variegated butterfly bat was changed by    ANN scored at 0.953345 on 2012-11-20T15:43:58+00:00 . Thank you.   ",0.0,1
835,"would you please address the question i asked you - why does anybody care if lansoprozole can be used as an imaging agent?  ''why'' are those properties worthy of note?  why is the media talking about them?  we can take it from there, once you answer.  Thanks!  ",0.0,1
836," has only made two edits, both vandalism. [] ",0.0,3
837,"Just a comment that similar matters have been discussed pretty extensively over at WikiProject National Register of Historic Places. (The U.S. NHRP lists most archaeological sites as ""address restricted"" even in cases in which their locations are widely known and publicized.) A few relevant discussions are here, here, here, and here; others can be found by searching the project's talk archives. I don't think any real consensus has been reached on the matter, but the variety of opinions may be of interest. Since one of my main interests here is putting coordinates into articles, I have mixed feelings about suppressing them, but I can certainly understand the point of view of those who want to protect sensitive sites from vandalism or other harm.  ",0.0,1
838," Hello, and welcome to Wikipedia. This is a message letting you know that one of your recent edits has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Stuff was changed by    ANN scored at 0.963463 on 2012-09-18T18:07:08+00:00 . Thank you.   ",0.0,1
839,"Should this page make any distinction between ""Fresnel zone"" and ""Fresnel region"" (commonly used in antenna theory)?
In antenna theory, the Fresnel region generally refers to a radial range of distances between the reactive near field (~2*lambda?) of an aperture, and the Fraunhofer region (2*D^2/lambda, where D is the largest dimension of the aperture).  Within the Fresnel region, the radiation pattern of the aperture varies significantly with radial distance since the multitude of sources that constitute a given aperture cannot yet accurately be approximated as having a common phase center.
 Bill Shultz",0.0,1
840, Reference to French entry ,0.0,1
841,'''Oppose''' I oppose any merger to 2000s Australian drought. This subject is adequately and better covered here.  ,0.0,1
842,"Hmm... What browser are you using? Because that table is exactly where it's supposed to be, just prior to the language header.  ",0.0,1
843,Also please be aware all user are requested to edit from a single account - if you have any connection to  you are in violation of WP:sockpuppet -  ,0.0,"3

This comment is warning another user about potential policy violations. While it is informative and could"
844,"Well, you, having been there and all, would probably know a hell of a lot more about it than me, who wasn't there. ) But, maybe, the ""entrenchment"" you speak of might be a symptom of loss of earlier leadership, I dunno. Regarding simplification, I think in a sense this might be a bit simpler. One of the problems that several have commented on is that few people really read the questions to candidates, and the sometimes questionable nature of the questions, and act however they would anyway, generally based on possibly questionable opinion they have as outsiders to the system who know the system even less than well than I might. Creating a publicly seen final discussion among the electeds might make it easier for at least that select group to deal with what they might see as real issues involved. And, a proposal like this, of the House/Senate type, sort of, might be a bit easier for a lot of people in the US anyway to understand, although I admit it might be harder for non-US people or people who don't have a bicameral system to follow.  ",0.0,1
845,Isn't that because they are the same thing? Having two would be redundant. ( ),0.0,1
846," You're welcome. Lots of recent sources available; wish I could find some older, ""pre-scandal"" reporting for balance! but press coverage is what it is.
 Do you mind if I nominate it for WP:DYK?  ",0.0,1
847, December 2016 ,0.0,"Comment: ""This is why I hate people who think they know everything. You're not a"
848,"Yes, the categories (""residences"", ""castles"",...) go back to the Agency of Cultural Affairs. Also note, that the castle structures in this list are all multi-story structures with a clear defensive purpose (basically a keep with attached structures). The national treasure structures at Nijō Castle on the other hand all belong to the Ninomaru Palace. They are just palace (or residential) structures without military purpose.  ",0.0,"Comment:
""So you're saying that Nijo Castle's national treasures are just fancy houses?"
849,Distinction,0.0,"Comment: ""You're just making excuses. You don't know what you're talking about."""
850, April 2009 ,0.0,"Comment:
""This is just another example of how the government is trying to control our lives"
851," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to A-ha has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: A-ha was changed by    ANN scored at 0.865147 on 2015-03-27T14:35:52+00:00 . Thank you.   ",0.0,1
852,"These articles apparently refer to the same individual. Henry Brooke, 11th Baron Cobham, which is a stub, should be merged with this one. Why is there confusion about the number? He is the eleventh entry on the list of Barons Cobham.",0.0,1
853,this article does not state that if this years UEFA Champions League winner has already qualified through their own accosiation then the Champions of Scotland (almost certainly Rangers)will autimaticallyqualify for the group stage it just states that the Champions of Scotland will be in the third qualifying round which is not the case .     ,0.0,1
854, March 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
855,"Hi.  Can you give us a link to on official press release from the producers that clarifies this?  The posters, the album, etc. always include the words ""The American Musical Sensation"".  See: http://www.amazon.com/Phantom-American-Musical-Sensation-Studio/dp/B000003FGT    ",0.0,1
856,"Please can we just let this go now? I'm refraining from the talk page because that's where all the problems erupted. I'm trying to be helpful elsewhere, answering questions etc. About the ip, I switched the cable between computers for updates on the other computer which then got a new ip. When I switched the cable back to my current computer it returned to the previous address  —Preceding unsigned comment added by    ",0.0,1
857," Hello, and welcome to Wikipedia. Everyone is welcome to make constructive contributions to Wikipedia, but at least one of your recent edits, such as the one you made to Malay Archipelago, did not appear to be constructive and has been '''automatically reverted''' (undone) by an automated computer program called .
 Please use the sandbox for any test edits you would like to make, and take a look at the welcome page to learn more about contributing to this encyclopedia. Note that human editors do monitor recent changes to Wikipedia articles, and administrators have the ability to block users from editing if they repeatedly engage in vandalism.
 ClueBot NG makes very few , but it does happen. If you believe the change you made should not have been considered as unconstructive, please , [ report it here], remove this warning from your talk page, and then make the edit again.
'''If you need help''', please see our '''help pages''', and if you can't find what you are looking for there, please feel free to place """" on your talk page and someone will drop by to help.
 The following is the log entry regarding this warning: Malay Archipelago was changed by    ANN scored at 0.978443 on 2012-02-09T03:54:45+00:00 . Thank you.   ",0.0,1
858, Article are live ,0.0,Comment: This is a load of crap. The author clearly has no idea what they're talking about
859, Noticeboard ,0.0,"Comment: ""I can't believe you're defending this. It's like you're not even trying"
860,IIRC German aircraft was not allowed to land/take off in Berlin. That is why there was no German participation in the Berlin Airlift. Schönefeld was outside of the borders of Berlin. See History_of_Berlin#The_divided_city,0.0,1
861, July 2007 ,0.0,"Comment:
""This is just another example of how the media sensationalizes everything. They don"
862,I was wondering the same thing.Surv1v4l1st |,0.0,1
863," '''This is your last warning'''. You may be '''blocked from editing without further warning''' the next time you vandalize a page, as you did with this edit to Fireman Sam.   ",0.0,1
864," Thanks, and sure not an inconvenience at all. — [  ]",0.0,1
865,"See, that's the thing...we're not going on searches for your sources.  Sources have to be ''provied'', not guessed upon by users by completing a scavenger hunt on a website.  ",0.0,"Previous comment: ""I'm not going to spoon feed you. If you want to challenge my"
866, November 2012 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
867,Where is the Fiorentina v Juventus rivalry? I realise it has softened since the 1990s but as far as I know there is still tension between the fans. It should at least have a section here if not its own article?  ,0.0,1
868," Please refrain from making unconstructive edits to Wikipedia. Your edits appear to be disruptive and have been undone.
 If you are engaged in an article content dispute with another editor, please discuss the matter with the editor at their talk page, or the article's talk page, and seek consensus with them. Alternatively you can read Wikipedia's dispute resolution page, and ask for independent help at one of the relevant notice boards.
 If you are engaged in any other form of dispute that is not covered on the dispute resolution page, please seek assistance at Wikipedia's Administrators' noticeboard/Incidents.
Please ensure you are familiar with Wikipedia's policies and guidelines, and please do not continue to make edits that appear disruptive. Continual disruptive editing may result in loss of editing privileges. Thank you.",0.0,1
869,Articles for deletion nomination of Suavity's Mouthpiece,0.0,1
870,"What's with the weird wording about the songwriting? - ""written by the Beatles, credited to Lennon/McCarthy"" - why not just ""written by Lennon/McCarthy""? -  ",0.0,1
871, November 2010 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
872, File:Kirkham and Wesham railway station in 2008.jpg ,0.0,1
873, October 2007 ,0.0,1
874,"I like words, but this is Wikipedia, very few people are going to know or want to know what the word ""Eponymous"" means, nor should they have to; there's already a very fitting word, ""Fictional"".
 ",0.0,1
875,"This is how the Supreme Court of India understands Hinduism:
""..the basic concepts of Hindu religion, are stated thus:
(35) '''The first amongst these basic concepts is the acceptance of the Veda as the highest authority in religious and philosophic matters. This concept necessary implies that all the system claim to have drawn their principles from a common reservoir of thought enshrined in the Veda.''' The Hindu teachers were thus obligated to use the heritage they received from the past in order to make their views readily understood. The other basic concept which is common to the six systems of Hindu philosophy is that "" all of them accept the view of the great world rhyme. Vast periods of creation, maintenance and dissolution follow each other in endless succession. This theory is not inconsistent with belief in progress: for it is not a question of the movement of the world reaching its goal time without number, and being again fforced back to its starting-point. It means that the race of man enters upon and retravels its ascending path of realization. This interminable succession of world ages has no beginning [Indian Philosophy by Dr. Radhakrishnan, Vol. II, p.26] `It may also he said that all the systems of Hindu philosophy belief in rebirth and pre-existence. `Our life is a step on a road, the direction and goal of which are lost in the infinite. On this road, death is never an end or an obstacle but at most the beginning of new steps [Indian Philosophy by Dr. Radhakrishnan, Vol. II, p.27].' Thus, it is clear that unlike other religions and religious creeds, Hindu religion is not tied to any definite set of philosophic concepts as such.'""
Source: http://www.hinduismtoday.com/modules/smartsection/item.php?itemid=5047
So there is no question of using the Hindu leader infobox here. - ",0.0,1
876,"Also, please do not misinterpret what I wrote above. It is perfectly legitimate to give advices, it is not unpolite, and I am not offended for that. It's perfectly OK. It is just something which does not belong in a synthetic section which is presenting a particular problem about a particular topic. The section became lengthy, the discussion became too personal, and this discourages readers, not interested in our fencing. Generic and specific advices are welcome, but, if possible, please give them in user talk pages, or articles on guidelines, or talk pages about guidelines...",0.0,"3

The commenter is expressing a preference for the structure and tone of the discussion, which is"
877, FYI conflict of interest guideline ,0.0,1
878," Please do not remove content or templates from pages on Wikipedia, as you did to User:Jimfbleak, without giving a valid reason for the removal in the edit summary. Your content removal does not appear constructive and has been reverted. Please make use of the sandbox if you'd like to experiment with test edits. Thank you.  ",0.0,3
879, '''Oppose removal of quote''' – per comments in the section immediately above  ,0.0,1
880, February 2007 ,0.0,"Comment:
""This is just another example of how the media sensationalizes everything. They don"
881, Plot Summaries for Concept Albums ,0.0,1
882, January 2009 ,0.0,"Comment:
""This is just another example of how the government is trying to control our lives"
883, July 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
884,"Yea, some good pictures, like maps or pictures of kings.",0.0,1
885,"Welcome to Wikipedia. Although everyone is welcome to contribute constructively to the encyclopedia, your addition of one or more external links to the page PBS World has been reverted.Your edit here was reverted by an automated bot that attempts to remove links which are discouraged per our external links guideline from Wikipedia.  The external link you added or changed is on my list of links to remove and probably shouldn't be included in Wikipedia.  I removed the following link(s): http://www.facebook.com/pages/World-Compass/116149508430300?ref=ts.If you were trying to insert an external link that does comply with our policies and guidelines, then please accept my creator's apologies and feel free to undo the bot's revert.  However, if the link does not comply with our policies and guidelines, but your edit included other, constructive, changes to the article, feel free to make those changes again without re-adding the link.  Please read Wikipedia's external links guideline for more information, and consult my . For more information about me, see . Thanks!  ",0.0,1
886,Should the Green Party be included in the article's infobox?  ,0.0,1
887," Welcome to Wikipedia. Everyone is welcome to make constructive contributions to Wikipedia, but at least one of your recent edits, such as the one you made to Immigration to Norway, did not appear to be constructive and has been '''automatically reverted''' (undone) by .
 Please use the sandbox for any test edits you would like to make, and take a look at the welcome page to learn more about contributing to this encyclopedia. Note that human editors do monitor recent changes to Wikipedia articles, and administrators have the ability to block users from editing if they repeatedly engage in vandalism.
 ClueBot NG produces very few , but it does happen. If you believe the change you made should not have been detected as unconstructive, please , [ report it here], remove this warning from your talk page, and then make the edit again.
 The following is the log entry regarding this warning: Immigration to Norway was changed by    ANN scored at 0.96799 on 2011-05-04T01:01:49+00:00 . Thank you.   ",0.0,1
888," The recent edit you made to Evergreen Park, Illinois constitutes vandalism, and has been reverted. Please do not continue to vandalize pages; use the sandbox for testing. Thank you.  '''''''''' ",0.0,1
889," You may be '''blocked from editing without further warning''' the next time you remove or blank page content or templates from Wikipedia, as you did  at Minnesota gubernatorial election, 2018.   • ",0.0,1
890,"All I can hear from you is childish complaining. You are obviously biased as well, and I'm sure a neutral fan would have a completely different viewpoint from either you or a Porto fan. Unless you can prove Proenca is corrupt (or at least find some third-party coverage in reliable media to that effect), I suggest you take your pointless bleating elsewhere. – ",0.0,"3

The comment is confrontational and dismissive, using language like ""childish complaining"""
891, November 2012 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
892,Requested move,0.0,"Comment:
""This is a ridiculous argument. You're just trying to stir up trouble."
893," Welcome to Wikipedia. While everyone is welcome to contribute to Wikipedia, at least one of your contributions, such as your recent edit to UFC 119, did not appear to be constructive and was '''automatically reverted''' by .
 Please use the sandbox for any test edits you would like to make, and take a look at the welcome page to learn more about contributing to this encyclopedia. Note that human editors do monitor recent changes to Wikipedia articles, and administrators have the ability to block users from editing if they repeatedly engage in vandalism.
 DASHBot produces few false positives, but they do happen. If you believe the bot has reverted your edit wrongly, it is helpful if you report the error so the bot does not make the same mistake again.  Please:
 Click here to  ''automatically'' generate a false positive report.
 [ Edit this page] and remove this message.
Thanks,   ",0.0,1
894," Whatever it was, it was definitely not telekinesis.  Not only did the bullet return to the chamber, the explosion (discharge) that followed it out also got smaller and returned as well.  ",0.0,1
895,"Come on... really guys?  This section is ridiculous.
""A possible benefit of [rape of female humans] that would come out in the long run is the “good genes” hypothesis.""
I feel like this is suggesting that human males should just go around raping females for the females' benefit.  Seems kinda sexist.  If anything the rape genes would make the population more violent and rapey.
 ",0.0,"4

The comment is responding to a previous comment that discusses a hypothetical ""benefit"" of"
896, March 2017 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
897, December 2017 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
898,"Now you're arguing transliteration. ق is indeed very similar to the guttural ""gh"" and someone reading this would not be mistaken if they pronounced it Ghars. I don't know if I would call this Old Anatolian Turkish since the ""Gh"" sound was retained in its unrefined form until at least the early 20th century (my own Ottoman grandparents, no mean peasants mind you, would pronounce words as ""khanum"" rather than ""hanum"" and ""Oghlu"" instead of ""O'lu""). I stand to be corrected if someone else has other information to share on this evolution, but I'll edit the lead to write ""Old Turkish"" before claiming lineage from Ottoman Turkish. ",0.0,1
899,"Unfortunately we don't post content for blocked folks. (Though not an uncommon point, it's still not documented, as the word 'block' speaks for itself.) Please consider bringing your message to the desired place after you can edit normally. Non-administrators, majority of people responding to  queries, wouldn't be able to review your block, so I'm marking the current query as closed.  ",0.0,1
900,"That's a good point , I agree. I haven't looked myself yet, but if you come across an image depicting a granular tub of copper-zinc alloy in commons, that may be more appropriate for the article.  ",0.0,1
901,"The Gazette ran an article in July 2012 on the topic of place naming among anglophone Montrealers.  Their article indicates that it is now standard to use French toponyms in Montreal itself, even by anglophones.  Wikipedia's place names should reflect this contemporary usage instead of using place names that are no longer standard. http://www.montrealgazette.com/life/Montreal+linguistic+divides+generational/6941731/story.html  ",0.0,1
